Name,Price,Set,Rarity,x1,x2,x3,x4
Sacred Foundry,1.13,GRN,Rare,0.00,0.00%,+0.04,+4.00%
Knight of Autumn,0.80,GRN,Rare,+0.05,+7.00%,+0.21,+35.00%
Overgrown Tomb,0.61,GRN,Rare,+0.02,+3.00%,+0.08,+15.00%
"Vraska, Golgari Queen",0.33,GRN,Mythic,-0.05,-13.00%,-0.14,-30.00%
Impervious Greatwurm,0.31,GRN,Mythic,0.00,0.00%,-0.05,-14.00%
Doom Whisperer,0.17,GRN,Mythic,+0.01,+6.00%,0.00,0.00%
Thousand-Year Storm,0.14,GRN,Mythic,-0.01,-7.00%,-0.01,-7.00%
Legion Warboss,0.10,GRN,Rare,0.00,0.00%,0.00,0.00%
Divine Visitation,0.09,GRN,Mythic,-0.03,-25.00%,-0.05,-36.00%
Trostani Discordant,0.09,GRN,Mythic,-0.03,-25.00%,-0.06,-40.00%
Chance for Glory,0.07,GRN,Mythic,0.00,0.00%,0.00,0.00%
"Lazav, the Multifarious",0.07,GRN,Mythic,+0.01,+17.00%,0.00,0.00%
Deafening Clarion,0.06,GRN,Rare,0.00,0.00%,-0.07,-53.00%
Underrealm Lich,0.06,GRN,Mythic,0.00,0.00%,0.00,0.00%
Necrotic Wound,0.05,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Affectionate Indrik,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Arboretum Elemental,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Artful Takedown,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Barging Sergeant,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Beamsplitter Mage,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Blade Instructor,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Citywatch Sphinx,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Collar the Culprit,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Command the Storm,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Darkblade Agent,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Dimir Informant,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Direct Current,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Douser of Lights,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Erstwhile Trooper,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Forest,0.04,GRN,Basic Land,0.00,0.00%,0.00,0.00%
Fresh-Faced Recruit,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Garrison Sergeant,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Glaive of the Guildpact,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Goblin Locksmith,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Golgari Guildgate248,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Grappling Sundew,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Hammer Dropper,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Hitchclaw Recluse,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
House Guildmage,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Hypothesizzle,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Inescapable Blaze,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Inspiring Unicorn,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Integrity // Intervention,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Intrusive Packbeast,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Izzet Guildgate251,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Ledev Guardian,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Loxodon Restorer,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Maximize Altitude,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Mephitic Vapors,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Might of the Masses,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Moodmark Painter,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Mountain,0.04,GRN,Basic Land,0.00,0.00%,0.00,0.00%
Ornery Goblin,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Pack's Favor,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Parhelion Patrol,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Plains,0.04,GRN,Basic Land,0.00,0.00%,0.00,0.00%
Prey Upon,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
"Ral, Izzet Viceroy",0.04,GRN,Mythic,-0.02,-33.00%,+0.01,+36.00%
Rosemane Centaur,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Runaway Steam-Kin,0.04,GRN,Rare,0.00,0.00%,+0.02,+91.00%
Siege Wurm,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Silent Dart,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Skyknight Legionnaire,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Skyline Scout,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Sprouting Renewal,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Sumala Woodshaper,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Swamp,0.04,GRN,Basic Land,0.00,0.00%,0.00,0.00%
Swathcutter Giant,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Sworn Companions,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Thoughtbound Phantasm,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Undercity Uprising,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Vedalken Mesmerist,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Vernadi Shieldmate,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Wand of Vertebrae,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Wary Okapi,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Whispering Snitch,0.04,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Wild Ceratok,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Wishcoin Crab,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
Wojek Bodyguard,0.04,GRN,Common,0.00,0.00%,0.00,0.00%
"Aurelia, Exemplar of Justice",0.03,GRN,Mythic,0.00,0.00%,+0.01,+45.00%
Barrier of Bones,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Bartizan Bats,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Beacon Bolt,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Boros Challenger,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Boros Guildgate243,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Boros Guildgate244,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Boros Locket,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Burglar Rat,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Candlelight Vigil,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Capture Sphere,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Centaur Peacemaker,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Chemister's Insight,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Child of Night,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Circuitous Route,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Conclave Cavalier,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Conclave Guildmage,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Conclave Tribunal,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Cosmotronic Wave,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Crackling Drake,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Creeping Chill,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Crush Contraband,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Crushing Canopy,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Dazzling Lights,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Dead Weight,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Deadly Visit,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Demotion,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Devious Cover-Up,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Devkarin Dissident,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Dimir Guildgate245,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Dimir Guildgate246,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Dimir Locket,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Dimir Spybug,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Discovery // Dispersal,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Disdainful Stroke,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Disinformation Campaign,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
District Guide,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Electrostatic Field,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Enhanced Surveillance,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Fearless Halberdier,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Fire Urchin,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Flight of Equenauts,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Flower // Flourish,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Gatekeeper Gargoyle,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Gateway Plaza,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Generous Stray,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Gird for Battle,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Glowspore Shaman,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Goblin Banneret,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Goblin Cratermaker,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Goblin Electromancer,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Golgari Findbroker,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Golgari Guildgate249,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Golgari Locket,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Golgari Raiders,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Gravitic Punch,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Guild Summit,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Haazda Marshal,0.03,GRN,Uncommon,-0.01,-25.00%,-0.01,-25.00%
Healer's Hawk,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Hellkite Whelp,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Hired Poisoner,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Hunted Witness,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Invert // Invent,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Ironshell Beetle,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Island,0.03,GRN,Basic Land,0.00,0.00%,0.00,0.00%
Izzet Guildgate252,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Izzet Locket,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Join Shields,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Justice Strike,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Kraul Foragers,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Kraul Harpooner,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Kraul Swarm,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Lava Coil,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
League Guildmage,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Leapfrog,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Ledev Champion,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Legion Guildmage,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Lotleth Giant,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Luminous Bonds,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Maniacal Rage,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
March of the Multitudes,0.03,GRN,Mythic,0.00,0.00%,0.00,0.00%
Maximize Velocity,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Molderhulk,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Murmuring Mystic,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Muse Drake,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Never Happened,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Nightveil Predator,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Nightveil Sprite,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Notion Rain,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Ochran Assassin,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Passwall Adept,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Pause for Reflection,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Pelt Collector,0.03,GRN,Rare,+0.01,+50.00%,+0.01,+42.00%
Pilfering Imp,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Piston-Fist Cyclops,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Pitiless Gorgon,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Plaguecrafter,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Portcullis Vine,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Price of Fame,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Radical Idea,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Rampaging Monument,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Rhizome Lurcher,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Roc Charger,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Rubblebelt Boar,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Selective Snare,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Selesnya Guildgate255,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Selesnya Guildgate256,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Selesnya Locket,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Severed Strands,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Sinister Sabotage,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Smelt-Ward Minotaur,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Sonic Assault,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Spinal Centipede,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Status // Statue,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Street Riot,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Sunhome Stalwart,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Sure Strike,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Swarm Guildmage,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Take Heart,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Tenth District Guard,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Thought Erasure,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Torch Courier,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Truefire Captain,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Undercity Necrolisk,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Unexplained Disappearance,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Unmoored Ego,0.03,GRN,Rare,+0.01,+50.00%,+0.01,+45.00%
Urban Utopia,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Veiled Shade,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Vicious Rumors,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Vigorspore Wurm,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Wall of Mist,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Watcher in the Mist,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Wee Dragonauts,0.03,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Whisper Agent,0.03,GRN,Common,0.00,0.00%,0.00,0.00%
Assure // Assemble,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Beast Whisperer,0.02,GRN,Rare,0.00,0.00%,-0.01,-36.00%
Blood Operative,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Book Devourer,0.02,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Bounty Agent,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Bounty of Might,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Camaraderie,0.02,GRN,Rare,0.00,0.00%,-0.01,-33.00%
Chamber Sentry,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Charnel Troll,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Chromatic Lantern,0.02,GRN,Rare,0.00,0.00%,-0.01,-38.00%
Citywide Bust,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Connive // Concoct,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Dawn of Hope,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Dream Eater,0.02,GRN,Mythic,0.00,0.00%,0.00,0.00%
Drowned Secrets,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
"Emmara, Soul of the Accord",0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Erratic Cyclops,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
"Etrata, the Silencer",0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Expansion // Explosion,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Experimental Frenzy,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Find // Finality,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Firemind's Research,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Gruesome Menagerie,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Guildmages' Forum,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Hatchery Spider,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Ionize,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
"Izoni, Thousand-Eyed",0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Light of the Legion,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Mausoleum Secrets,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Midnight Reaper,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Mission Briefing,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Mnemonic Betrayal,0.02,GRN,Mythic,0.00,0.00%,-0.01,-36.00%
Narcomoeba,0.02,GRN,Rare,-0.01,-33.00%,-0.01,-38.00%
"Niv-Mizzet, Parun",0.02,GRN,Rare,-0.01,-33.00%,-0.01,-38.00%
Nullhide Ferox,0.02,GRN,Mythic,-0.01,-33.00%,-0.01,-38.00%
Omnispell Adept,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Quasiduplicate,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Response // Resurgence,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Righteous Blow,0.02,GRN,Common,0.00,0.00%,0.00,0.00%
Risk Factor,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Ritual of Soot,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Swiftblade Vindicator,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
"Tajic, Legion's Edge",0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Thief of Sanity,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Venerated Loxodon,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Vivid Revival,0.02,GRN,Rare,0.00,0.00%,0.00,0.00%
Worldsoul Colossus,0.02,GRN,Uncommon,0.00,0.00%,0.00,0.00%
"Tabletop
$ 298","DECLINING CARDS
23▼","PRICE CHANGE
-0.11","RISING CARDS
48▲","MTGO
17 tix","PRICE CHANGE
-0.64","RISING CARDS
3▲","DECLINING CARDS
9▼"
Crucible of Worlds,41.20,M19,Mythic,0.00,0.00%,+0.28,+1.00%
"Nicol Bolas, the Ravager",28.50,M19,Mythic,-0.26,-1.00%,-0.11,0.00%
Resplendent Angel,21.84,M19,Mythic,0.00,0.00%,-0.26,-1.00%
Scapeshift,15.53,M19,Mythic,-0.14,-1.00%,-0.41,-3.00%
Omniscience,14.73,M19,Mythic,+0.03,0.00%,-0.12,-1.00%
"Sarkhan, Fireblood",9.98,M19,Mythic,+0.09,+1.00%,+0.08,+1.00%
"Tezzeret, Artifice Master",9.49,M19,Mythic,+0.05,+1.00%,+0.18,+2.00%
"Liliana, Untouched by Death",8.96,M19,Mythic,-0.03,0.00%,-0.03,0.00%
Leonin Warleader,7.36,M19,Rare,0.00,0.00%,+1.00,+16.00%
Vivien Reid,7.20,M19,Mythic,+0.01,0.00%,0.00,0.00%
Alpine Moon,6.77,M19,Rare,-0.01,0.00%,-0.19,-3.00%
"Goreclaw, Terror of Qal Sisma",4.87,M19,Rare,-0.10,-2.00%,-0.13,-3.00%
"Ajani, Adversary of Tyrants",4.07,M19,Mythic,0.00,0.00%,+0.03,+1.00%
Reliquary Tower,3.82,M19,Uncommon,-0.04,-1.00%,-0.09,-2.00%
"Lathliss, Dragon Queen",3.49,M19,Rare,+0.01,0.00%,-0.01,0.00%
Stitcher's Supplier,3.25,M19,Uncommon,-0.06,-2.00%,-0.11,-3.00%
"Sai, Master Thopterist",3.19,M19,Rare,-0.11,-3.00%,-0.47,-13.00%
Runic Armasaur,2.99,M19,Rare,0.00,0.00%,-0.03,-1.00%
"Arcades, the Strategist",2.94,M19,Mythic,-0.02,-1.00%,-0.04,-1.00%
Goblin Trashmaster,2.82,M19,Rare,-0.03,-1.00%,-0.06,-2.00%
"Vaevictis Asmadi, the Dire",2.61,M19,Mythic,-0.01,0.00%,+0.04,+2.00%
Death Baron,2.57,M19,Rare,+0.06,+2.00%,+0.01,0.00%
Psychic Corrosion,2.50,M19,Uncommon,0.00,0.00%,-0.09,-3.00%
Liliana's Contract,2.30,M19,Rare,0.00,0.00%,+0.05,+2.00%
Gigantosaurus,1.95,M19,Rare,+0.01,+1.00%,-0.03,-2.00%
Elvish Clancaller,1.75,M19,Rare,+0.08,+5.00%,+0.03,+2.00%
Satyr Enchanter,1.67,M19,Uncommon,+0.04,+2.00%,+0.17,+11.00%
Ajani's Welcome,1.50,M19,Uncommon,0.00,0.00%,-0.08,-5.00%
Dragon's Hoard,1.39,M19,Rare,-0.01,-1.00%,0.00,0.00%
Poison-Tip Archer,1.26,M19,Uncommon,0.00,0.00%,+0.01,+1.00%
"Chromium, the Mutable",1.24,M19,Mythic,0.00,0.00%,0.00,0.00%
"Palladia-Mors, the Ruiner",1.15,M19,Mythic,+0.03,+3.00%,+0.03,+3.00%
Detection Tower,1.11,M19,Rare,+0.01,+1.00%,-0.04,-3.00%
Open the Graves,0.99,M19,Rare,0.00,0.00%,0.00,0.00%
Mentor of the Meek,0.95,M19,Rare,0.00,0.00%,0.00,0.00%
Sigiled Sword of Valeron,0.95,M19,Rare,0.00,0.00%,0.00,0.00%
Banefire,0.94,M19,Rare,0.00,0.00%,-0.02,-2.00%
Cleansing Nova,0.92,M19,Rare,0.00,0.00%,0.00,0.00%
Bone Dragon,0.90,M19,Mythic,0.00,0.00%,0.00,0.00%
Hungering Hydra,0.89,M19,Rare,-0.01,-1.00%,+0.01,+1.00%
Fraying Omnipotence,0.79,M19,Rare,+0.04,+5.00%,-0.01,-1.00%
Apex of Power,0.78,M19,Mythic,0.00,0.00%,0.00,0.00%
Desecrated Tomb,0.77,M19,Rare,0.00,0.00%,-0.02,-3.00%
Sarkhan's Unsealing,0.77,M19,Rare,+0.01,+1.00%,-0.01,-1.00%
Supreme Phantom,0.76,M19,Rare,-0.01,-1.00%,0.00,0.00%
Patient Rebuilding,0.73,M19,Rare,-0.02,-3.00%,+0.03,+4.00%
Fountain of Renewal,0.69,M19,Uncommon,0.00,0.00%,+0.01,+1.00%
Demanding Dragon,0.59,M19,Rare,0.00,0.00%,+0.02,+4.00%
Remorseful Cleric,0.59,M19,Rare,0.00,0.00%,0.00,0.00%
Valiant Knight,0.58,M19,Rare,0.00,0.00%,+0.01,+2.00%
Colossal Majesty,0.55,M19,Uncommon,0.00,0.00%,+0.01,+2.00%
Mirror Image,0.53,M19,Uncommon,+0.01,+2.00%,-0.01,-2.00%
Chaos Wand,0.50,M19,Rare,0.00,0.00%,0.00,0.00%
Demon of Catastrophes,0.50,M19,Rare,0.00,0.00%,0.00,0.00%
Isareth the Awakener,0.50,M19,Rare,0.00,0.00%,0.00,0.00%
Magistrate's Scepter,0.50,M19,Rare,0.00,0.00%,0.00,0.00%
Mistcaller,0.50,M19,Rare,0.00,0.00%,+0.01,+2.00%
One with the Machine,0.50,M19,Rare,0.00,0.00%,0.00,0.00%
Dark-Dweller Oracle,0.49,M19,Rare,0.00,0.00%,0.00,0.00%
Graveyard Marshal,0.49,M19,Rare,0.00,0.00%,0.00,0.00%
Spit Flame,0.49,M19,Rare,0.00,0.00%,0.00,0.00%
Transmogrifying Wand,0.49,M19,Rare,0.00,0.00%,0.00,0.00%
Windreader Sphinx,0.49,M19,Rare,0.00,0.00%,0.00,0.00%
"Lena, Selfless Champion",0.48,M19,Rare,+0.01,+2.00%,+0.01,+2.00%
Infernal Reckoning,0.47,M19,Rare,0.00,0.00%,0.00,0.00%
Thorn Lieutenant,0.47,M19,Rare,0.00,0.00%,0.00,0.00%
Metamorphic Alteration,0.45,M19,Rare,0.00,0.00%,0.00,0.00%
Prodigious Growth,0.44,M19,Rare,-0.01,-2.00%,0.00,0.00%
Suncleanser,0.44,M19,Rare,-0.01,-2.00%,+0.01,+2.00%
Isolate,0.43,M19,Rare,0.00,0.00%,-0.01,-2.00%
Dismissive Pyromancer,0.40,M19,Rare,0.00,0.00%,+0.01,+3.00%
Fell Specter,0.40,M19,Uncommon,0.00,0.00%,0.00,0.00%
Phylactery Lich,0.40,M19,Rare,0.00,0.00%,+0.01,+3.00%
Reclamation Sage,0.40,M19,Uncommon,0.00,0.00%,0.00,0.00%
Amulet of Safekeeping,0.39,M19,Rare,0.00,0.00%,0.00,0.00%
Doublecast,0.38,M19,Uncommon,0.00,0.00%,0.00,0.00%
Vivien's Invocation,0.37,M19,Rare,0.00,0.00%,+0.02,+6.00%
Pelakka Wurm,0.36,M19,Rare,-0.01,-3.00%,+0.01,+3.00%
Mystic Archaeologist,0.35,M19,Rare,0.00,0.00%,0.00,0.00%
Vine Mare,0.35,M19,Uncommon,0.00,0.00%,0.00,0.00%
Ajani's Pridemate,0.34,M19,Uncommon,0.00,0.00%,-0.01,-3.00%
Djinn of Wishes,0.34,M19,Rare,+0.01,+3.00%,+0.02,+6.00%
Thud,0.34,M19,Uncommon,0.00,0.00%,+0.01,+3.00%
Aether Tunnel,0.32,M19,Uncommon,0.00,0.00%,0.00,0.00%
Forest277,0.32,M19,Basic Land,-0.01,-3.00%,-0.02,-6.00%
