"card_name";"price";"set_name";"rarity"
"Errant Ephemeron";"0.25";"MMA";"Common"
"Erratic Cyclops";"0.31";"GRN";"Rare"
"Erratic Mutation";"0.21";"MMA";"Common"
"Erratic Visionary";"0.19";"WAR";"Common"
"Erstwhile Trooper";"0.15";"GRN";"Common"
"Escape Velocity";"0.25";"THB";"Uncommon"
"Esper Cormorants";"0.21";"CON";"Common"
"Esper Sojourners";"0.21";"ARB";"Common"
"Esper Stormblade";"0.24";"ARB";"Common"
"Esperzoa";"0.25";"CON";"Uncommon"
"Essence Backlash";"0.20";"RTR";"Common"
"Essence Capture";"0.30";"RNA";"Uncommon"
"Essence Drain";"0.19";"M13";"Common"
"Essence Extraction";"0.24";"KLD";"Uncommon"
"Essence Scatter";"0.20";"M19";"Common"
"Etched Oracle";"0.25";"MMA";"Uncommon"
"Etchings of the Chosen";"0.64";"MH1";"Uncommon"
"Eternal Skylord";"0.25";"WAR";"Uncommon"
"Eternal Taskmaster";"0.25";"WAR";"Uncommon"
"Eternal Thirst";"0.25";"IMA";"Common"
"Eternal Witness";"4.13";"UMA";"Uncommon"
"Ethercaste Knight";"0.24";"ARB";"Common"
"Ethereal Absolution";"0.75";"RNA";"Rare"
"Ethereal Ambush";"0.19";"FRF";"Common"
"Ethereal Armor";"0.55";"RTR";"Common"
"Ethereal Usher";"0.28";"RAV";"Uncommon"
"Etherium Abomination";"0.20";"ARB";"Common"
"Etherium Sculptor";"0.49";"MMA";"Common"
"Ethersworn Adjudicator";"2.99";"CON";"Mythic"
"Ethersworn Canonist";"9.09";"MMA";"Rare"
"Ethersworn Shieldmage";"0.24";"ARB";"Common"
"Etherwrought Page";"0.28";"ARB";"Uncommon"
"Etrata the Silencer";"0.57";"GRN";"Rare"
"Eutropia the Twice-Favored";"0.25";"THB";"Uncommon"
"Everdream";"0.25";"MH1";"Uncommon"
"Everflowing Chalice";"1.13";"WWK";"Uncommon"
"Everlasting Torment";"2.83";"SHM";"Rare"
"Evil Twin";"0.52";"MM3";"Rare"
"Eviscerate";"0.18";"DOM";"Common"
"Evolution Sage";"1.77";"WAR";"Uncommon"
"Evolving Wilds";"0.24";"IMA";"Common"
"Evra Halcyon Witness";"0.38";"DOM";"Rare"
"Excavating Anurid";"0.20";"MH1";"Common"
"Excavation Elephant";"0.18";"DOM";"Common"
"Exclude";"0.25";"MH1";"Uncommon"
"Exclusion Mage";"0.29";"M19";"Uncommon"
"Excruciator";"0.41";"RAV";"Rare"
"Executioners Capsule";"0.30";"MMA";"Uncommon"
"Executioners Hood";"0.20";"DKA";"Common"
"Executioners Swing";"0.19";"GTC";"Common"
"Exotic Orchard";"2.00";"CON";"Rare"
"Expansion  Explosion";"1.99";"GRN";"Rare"
"Experiment One";"0.66";"GTC";"Uncommon"
"Experimental Aviator";"0.25";"KLD";"Uncommon"
"Experimental Frenzy";"0.46";"GRN";"Rare"
"Exploding Borders";"0.23";"CON";"Common"
"Explore";"0.33";"WWK";"Common"
"Explorers Scope";"0.25";"DDP";"Common"
"Explosive Apparatus";"0.19";"M19";"Common"
"Explosive Impact";"0.17";"RTR";"Common"
"Expose to Daylight";"0.20";"RNA";"Common"
"Exquisite Archangel";"2.99";"AER";"Mythic"
"Extirpate";"2.24";"MMA";"Rare"
"Extractor Demon";"0.40";"MM3";"Rare"
"Extraplanar Lens";"37.93";"MRD";"Rare"
"Eye of the Storm";"1.44";"RAV";"Rare"
"Eye of Ugin";"12.25";"WWK";"Mythic"
"Eyekite";"0.20";"MH1";"Common"
"Eyes Everywhere";"0.25";"RNA";"Uncommon"
"Eyes in the Skies";"0.23";"MM3";"Common"
"Fabricate";"6.74";"MRD";"Uncommon"
"Fabrication Module";"0.25";"KLD";"Uncommon"
"Face of Divinity";"0.25";"MH1";"Uncommon"
"Facevaulter";"0.20";"MMA";"Common"
"Fact or Fiction";"0.39";"MH1";"Uncommon"
"Faerie Duelist";"0.20";"RNA";"Common"
"Faerie Impostor";"0.25";"RTR";"Uncommon"
"Faerie Invaders";"0.20";"M13";"Common"
"Faerie Macabre";"0.96";"SHM";"Common"
"Faerie Mechanist";"0.23";"CON";"Common"
"Faerie Seer";"0.84";"MH1";"Common"
"Faerie Swarm";"1.01";"SHM";"Uncommon"
"Failed Inspection";"0.17";"KLD";"Common"
"Fairgrounds Trumpeter";"0.25";"KLD";"Uncommon"
"Fairgrounds Warden";"0.25";"KLD";"Uncommon"
"Faithless Looting";"0.58";"UMA";"Common"
"Faiths Fetters";"0.23";"UMA";"Common"
"Faiths Reward";"2.13";"M13";"Rare"
"Faiths Shield";"0.29";"DKA";"Uncommon"
"Falkenrath Aristocrat";"0.75";"MM3";"Rare"
"Falkenrath Noble";"0.40";"MM3";"Common"
"Falkenrath Torturer";"0.18";"DKA";"Common"
"Fall of the Gavel";"0.23";"RTR";"Uncommon"
"Fall of the Thran";"0.49";"DOM";"Rare"
"Fallen Shinobi";"6.75";"MH1";"Rare"
"Familiars Ruse";"0.87";"MM3";"Uncommon"
"Fangren Hunter";"0.22";"MRD";"Common"
"Farbog Boneflinger";"0.23";"DKA";"Uncommon"
"Farhaven Elf";"0.50";"SHM";"Common"
"Farmstead Gleaner";"0.25";"MH1";"Uncommon"
"Farseek";"2.00";"M13";"Common"
"Farsight Mask";"0.36";"MRD";"Uncommon"
"Fascination";"0.30";"FRF";"Uncommon"
"Fatal Push";"2.40";"AER";"Uncommon"
"Fate Transfer";"0.26";"SHM";"Common"
"Fateful End";"0.24";"THB";"Uncommon"
"Fateful Showdown";"0.41";"KLD";"Rare"
"Fatespinner";"4.19";"MRD";"Rare"
"Fathom Fleet Captain";"0.55";"XLN";"Rare"
"Fathom Fleet Cutthroat";"0.18";"XLN";"Common"
"Fathom Fleet Firebrand";"0.18";"XLN";"Common"
"Fathom Mage";"0.48";"GTC";"Rare"
"Fauna Shaman";"13.16";"UMA";"Rare"
"Favor of the Woods";"0.18";"DKA";"Common"
"Favorable Winds";"0.40";"XLN";"Uncommon"
"Favored of Iroas";"0.24";"THB";"Uncommon"
"Fblthp the Lost";"0.50";"WAR";"Rare"
"Fearless Halberdier";"0.15";"GRN";"Common"
"Fearsome Awakening";"0.30";"FRF";"Uncommon"
"Feaster of Fools";"0.25";"MH1";"Uncommon"
"Feat of Resistance";"0.20";"KTK";"Common"
"Feather the Redeemed";"1.21";"WAR";"Rare"
"Fecundity";"0.61";"UMA";"Uncommon"
"Feed the Clan";"0.25";"KTK";"Common"
"Feed the Pack";"0.76";"DKA";"Rare"
"Felidar Guardian";"0.90";"AER";"Uncommon"
"Fell Flagship";"0.49";"XLN";"Rare"
"Fell Specter";"0.40";"M19";"Uncommon"
"Fen Hauler";"0.17";"AER";"Common"
"Fencing Ace";"0.25";"RTR";"Uncommon"
"Feral Abomination";"0.19";"DOM";"Common"
"Feral Contest";"0.20";"WWK";"Common"
"Feral Krushok";"0.19";"FRF";"Common"
"Feral Maaka";"0.17";"RNA";"Common"
"Fervent Strike";"0.19";"DOM";"Common"
"Fervor";"4.54";"M13";"Rare"
"Festering Goblin";"0.23";"MMA";"Common"
"Festering Newt";"0.20";"IMA";"Common"
"Festival of the Guildpact";"0.25";"RAV";"Uncommon"
"Feudkillers Verdict";"0.30";"MMA";"Uncommon"
"Field Creeper";"0.20";"M19";"Common"
"Field of Ruin";"0.49";"THB";"Uncommon"
"Fieldmist Borderpost";"0.29";"ARB";"Common"
"Fiend Hunter";"0.30";"UMA";"Uncommon"
"Fiend of the Shadows";"0.35";"DKA";"Rare"
"Fierce Invocation";"0.18";"FRF";"Common"
"Fiery Cannonade";"0.25";"XLN";"Uncommon"
"Fiery Conclusion";"0.20";"RAV";"Common"
"Fiery Fall";"0.20";"CON";"Common"
"Fiery Finish";"0.24";"M19";"Uncommon"
"Fiery Gambit";"2.84";"MRD";"Rare"
"Fiery Intervention";"0.18";"DOM";"Common"
"Fiery Islet";"12.73";"MH1";"Rare"
"Fiery Justice";"0.39";"MM3";"Rare"
"Fiery Temper";"0.25";"UMA";"Common"
"Fight to the Death";"0.87";"ARB";"Rare"
"Fight with Fire";"0.25";"DOM";"Uncommon"
"Figure of Destiny";"1.05";"MMA";"Rare"
"Filigree Angel";"0.45";"ARB";"Rare"
"Filigree Crawler";"0.18";"AER";"Common"
"Filigree Familiar";"0.25";"KLD";"Uncommon"
"Filigree Fracture";"0.25";"CON";"Uncommon"
"Final Death";"0.18";"THB";"Common"
"Final Flare";"0.18";"THB";"Common"
"Final Parting";"1.29";"DOM";"Uncommon"
"Final Payment";"0.25";"RNA";"Common"
"Finale of Devastation";"38.67";"WAR";"Mythic"
"Finale of Eternity";"1.97";"WAR";"Mythic"
"Finale of Glory";"2.42";"WAR";"Mythic"
"Finale of Promise";"3.00";"WAR";"Mythic"
"Finale of Revelation";"4.74";"WAR";"Mythic"
"Find  Finality";"0.39";"GRN";"Rare"
"Finest Hour";"1.17";"ARB";"Rare"
"Fire  Ice";"0.30";"UMA";"Common"
"Fire Elemental";"0.19";"M19";"Common"
"Fire Shrine Keeper";"0.18";"XLN";"Common"
"Fire Urchin";"0.15";"GRN";"Common"
"Fire-Lit Thicket";"7.96";"SHM";"Rare"
"Fireball";"0.30";"IMA";"Uncommon"
"Fireblade Artist";"0.25";"RNA";"Uncommon"
"Firebolt";"0.25";"MH1";"Uncommon"
"Firecannon Blast";"0.19";"XLN";"Common"
"Firefist Adept";"0.25";"DOM";"Uncommon"
"Firefist Striker";"0.24";"GTC";"Uncommon"
"Fireforgers Puzzleknot";"0.17";"KLD";"Common"
"Firehoof Cavalry";"0.19";"KTK";"Common"
"Firemane Angel";"0.47";"IMA";"Rare"
"Firemane Avenger";"0.49";"GTC";"Rare"
"Firemind Vessel";"0.50";"WAR";"Uncommon"
"Fireminds Foresight";"0.35";"RTR";"Rare"
"Fireminds Research";"0.40";"GRN";"Rare"
"Fires of Undeath";"0.17";"DKA";"Common"
"Fireshrieker";"0.44";"MRD";"Uncommon"
"Firesong and Sunspeaker";"1.12";"DOM";"Rare"
"Firespout";"0.75";"SHM";"Uncommon"
"Firewild Borderpost";"0.30";"ARB";"Common"
"Firewing Phoenix";"0.25";"UMA";"Uncommon"
"First Slivers Chosen";"0.30";"MH1";"Uncommon"
"First-Sphere Gargantua";"0.23";"MH1";"Common"
"Fists of Flame";"0.24";"MH1";"Common"
"Fists of Ironwood";"0.25";"MM3";"Common"
"Fists of the Anvil";"0.25";"MRD";"Common"
"Fists of the Demigod";"0.32";"SHM";"Common"
"Five-Alarm Fire";"0.37";"GTC";"Rare"
"Flagstones of Trokair";"5.31";"UMA";"Rare"
"Flame Fusillade";"0.47";"RAV";"Rare"
"Flame Javelin";"0.29";"SHM";"Uncommon"
"Flame Lash";"0.24";"KLD";"Common"
"Flame-Kin Zealot";"0.25";"RAV";"Uncommon"
"Flamerush Rider";"0.37";"FRF";"Rare"
"Flames of the Firebrand";"0.23";"M13";"Uncommon"
"Flames of the Raze-Boar";"0.23";"RNA";"Uncommon"
"Flamewake Phoenix";"0.59";"FRF";"Rare"
"Flash Conscription";"0.24";"RAV";"Uncommon"
"Flayed Nim";"0.25";"MRD";"Uncommon"
"Flayer of the Hatebound";"0.47";"DKA";"Rare"
"Fledgling Griffin";"0.21";"WWK";"Common"
"Fleet Swallower";"1.27";"XLN";"Rare"
"Fleetwheel Cruiser";"0.49";"KLD";"Rare"
"Fleshformer";"0.25";"CON";"Uncommon"
"Flicker of Fate";"0.21";"THB";"Common"
"Flickerform";"1.17";"RAV";"Rare"
"Flickerwisp";"0.45";"MM3";"Uncommon"
"Flight of Equenauts";"0.24";"GRN";"Uncommon"
"Flight of Fancy";"0.20";"UMA";"Common"
"Fling";"0.20";"DKA";"Common"
"Flinthoof Boar";"0.25";"M13";"Uncommon"
"Flooded Strand";"41.00";"KTK";"Rare"
"Flourishing Defenses";"0.95";"SHM";"Uncommon"
"Flow of Ideas";"0.30";"SHM";"Uncommon"
"Flower  Flourish";"0.25";"GRN";"Uncommon"
"Flummoxed Cyclops";"0.18";"THB";"Common"
"Flurry of Wings";"0.35";"ARB";"Uncommon"
"Flusterstorm";"23.12";"IMA";"Rare"
"Flux Channeler";"0.58";"WAR";"Uncommon"
"Flying Crane Technique";"0.31";"KTK";"Rare"
"Fog";"0.25";"M13";"Common"
"Fog Bank";"0.43";"IMA";"Uncommon"
"Foil";"0.50";"UMA";"Common"
"Followed Footsteps";"3.00";"RAV";"Rare"
"Font of Agonies";"0.57";"RNA";"Rare"
"Font of Mythos";"6.17";"CON";"Rare"
"Footlight Fiend";"0.25";"RNA";"Common"
"Forbidden Alchemy";"0.25";"UMA";"Uncommon"
"Forbidding Spirit";"0.25";"RNA";"Uncommon"
"Force Away";"0.20";"KTK";"Common"
"Force of Despair";"1.58";"MH1";"Rare"
"Force of Negation";"76.01";"MH1";"Rare"
"Force of Rage";"0.44";"MH1";"Rare"
"Force of Vigor";"35.20";"MH1";"Rare"
"Force of Virtue";"0.60";"MH1";"Rare"
"Forced Adaptation";"0.25";"GTC";"Common"
"Forced Landing";"0.18";"WAR";"Common"
"Forebears Blade";"0.61";"DOM";"Rare"
"Forerunner of Slaughter";"0.25";"DDP";"Uncommon"
"Forest";"0.75";"RNA";"Basic Land"
"Forest254";"1.09";"THB";"Common"
"Forest262";"0.15";"KLD";"Basic Land"
"Forest263";"0.15";"KLD";"Basic Land"
"Forest264";"0.16";"KLD";"Basic Land"
"Forest266";"0.22";"DOM";"Basic Land"
"Forest267";"0.20";"DOM";"Basic Land"
"Forest268";"0.20";"DOM";"Basic Land"
"Forest269";"0.24";"DOM";"Basic Land"
"Forest276";"0.36";"XLN";"Basic Land"
"Forest277";"0.32";"M19";"Basic Land"
"Forest278";"0.16";"M19";"Basic Land"
"Forest279";"0.20";"M19";"Basic Land"
"Forest280";"0.15";"M19";"Basic Land"
"Forest38";"0.13";"DDP";"Basic Land"
"Forest39";"0.23";"DDP";"Basic Land"
"Forest40";"0.12";"DDP";"Basic Land"
"Forge Armor";"0.25";"MRD";"Uncommon"
"Forge Devil";"0.18";"DKA";"Common"
"Forgotten Cave";"0.25";"MH1";"Uncommon"
"Forked Bolt";"0.41";"DDP";"Common"
"Formless Nurturing";"0.20";"FRF";"Common"
"Forsaken Sanctuary";"0.25";"M19";"Common"
"Fortress Cyclops";"0.22";"GTC";"Uncommon"
"Fortuitous Find";"0.19";"KLD";"Common"
"Fossil Find";"0.25";"SHM";"Uncommon"
"Foul Orchard";"0.24";"M19";"Common"
"Foul-Tongue Invocation";"0.25";"IMA";"Common"
"Foundry Assembler";"0.19";"AER";"Common"
"Foundry Champion";"0.31";"GTC";"Rare"
"Foundry Hornet";"0.25";"AER";"Uncommon"
"Foundry Inspector";"0.48";"KLD";"Uncommon"
"Foundry Screecher";"0.17";"KLD";"Common"
"Foundry Street Denizen";"0.25";"GTC";"Common"
"Fountain of Ichor";"0.25";"MH1";"Common"
"Fountain of Renewal";"0.69";"M19";"Uncommon"
"Fourth Bridge Prowler";"0.20";"AER";"Common"
"Foxfire Oak";"0.25";"SHM";"Common"
"Fractured Loyalty";"0.25";"MRD";"Uncommon"
"Fracturing Gust";"7.80";"SHM";"Rare"
"Fragmentize";"0.25";"KLD";"Common"
"Frantic Search";"1.79";"UMA";"Common"
"Fraying Omnipotence";"0.79";"M19";"Rare"
"Freejam Regent";"0.32";"AER";"Rare"
"Frenzied Arynx";"0.20";"RNA";"Common"
"Frenzied Goblin";"0.30";"RAV";"Uncommon"
"Frenzied Rage";"0.19";"DOM";"Common"
"Frenzied Raptor";"0.18";"XLN";"Common"
"Frenzied Tilling";"0.24";"GTC";"Uncommon"
"Fresh-Faced Recruit";"0.15";"GRN";"Common"
"Fretwork Colony";"0.24";"KLD";"Uncommon"
"Friendly Fire";"0.25";"FRF";"Uncommon"
"Frilled Mystic";"0.25";"RNA";"Uncommon"
"Frilled Oculus";"0.16";"GTC";"Common"
"Frilled Sea Serpent";"0.19";"M19";"Common"
"Frogmite";"0.40";"MRD";"Common"
"Frontier Bivouac";"0.49";"KTK";"Uncommon"
"Frontier Guide";"0.29";"DDP";"Uncommon"
"Frontier Mastodon";"0.19";"FRF";"Common"
"Frontier Siege";"0.66";"FRF";"Rare"
"Frontline Medic";"0.49";"GTC";"Rare"
"Frontline Rebel";"0.17";"AER";"Common"
"Frontline Sage";"0.23";"CON";"Common"
"Frost Lynx";"0.19";"IMA";"Common"
"Frost Walker";"0.25";"FRF";"Uncommon"
"Frostburn Weird";"0.21";"RTR";"Common"
"Frostwalk Bastion";"0.25";"MH1";"Uncommon"
"Frostwalla";"0.20";"MH1";"Common"
"Fruit of the First Tree";"0.25";"FRF";"Uncommon"
"Fruit of Tizerus";"0.20";"THB";"Common"
"Fulminator Mage";"3.74";"SHM";"Rare"
"Fume Spitter";"0.25";"UMA";"Common"
"Fumigate";"1.80";"KLD";"Rare"
"Funeral Rites";"0.20";"THB";"Common"
"Fungal Infection";"0.24";"DOM";"Common"
"Fungal Plots";"0.30";"DOM";"Uncommon"
"Fungal Sprouting";"0.62";"M13";"Uncommon"
"Furious Reprisal";"0.23";"KLD";"Uncommon"
"Furious Resistance";"0.18";"GTC";"Common"
"Furious Rise";"0.25";"THB";"Uncommon"
"Furnace Celebration";"0.25";"UMA";"Uncommon"
"Furnace Whelp";"0.20";"IMA";"Common"
"Fury Charm";"0.24";"IMA";"Common"
"Furystoke Giant";"3.32";"SHM";"Rare"
"Fusion Elemental";"0.30";"CON";"Uncommon"
"Future Sight";"0.49";"MH1";"Rare"
"Gaddock Teeg";"5.02";"UMA";"Rare"
"Gaeas Anthem";"0.46";"MM3";"Uncommon"
"Gaeas Blessing";"0.39";"DOM";"Uncommon"
"Gaeas Protector";"0.18";"DOM";"Common"
"Gallant Cavalry";"0.20";"M19";"Common"
"Gallia of the Endless Dance";"0.40";"THB";"Rare"
"Galloping Lizrog";"0.25";"RNA";"Uncommon"
"Galvanic Arc";"0.20";"RAV";"Common"
"Galvanic Key";"0.23";"MRD";"Common"
"Gamble";"19.00";"UMA";"Rare"
"Gargoyle Sentinel";"0.24";"M19";"Uncommon"
"Garna the Bloodflame";"0.25";"DOM";"Uncommon"
"Garrison Sergeant";"0.15";"GRN";"Common"
"Garruk Primal Hunter";"2.02";"M13";"Mythic"
"Garruks Packleader";"0.30";"M13";"Uncommon"
"Gate Colossus";"0.25";"RNA";"Uncommon"
"Gate Hound";"0.22";"RAV";"Common"
"Gate to the Aether";"1.93";"MRD";"Rare"
"Gatebreaker Ram";"0.30";"RNA";"Uncommon"
"Gatecreeper Vine";"0.30";"RTR";"Common"
"Gatekeeper Gargoyle";"0.22";"GRN";"Uncommon"
"Gates Ablaze";"0.35";"RNA";"Uncommon"
"Gateway Plaza";"0.25";"RNA";"Common"
"Gateway Shade";"0.23";"GTC";"Uncommon"
"Gateway Sneak";"0.25";"RNA";"Uncommon"
"Gather Courage";"0.23";"RAV";"Common"
"Gather the Townsfolk";"0.23";"DKA";"Common"
"Gavony Ironwright";"0.23";"DKA";"Uncommon"
"Gaze of the Gorgon";"0.25";"RAV";"Common"
"Gearseeker Serpent";"0.20";"KLD";"Common"
"Gearshift Ace";"0.25";"KLD";"Uncommon"
"Gearsmith Guardian";"0.18";"M19";"Common"
"Gearsmith Prodigy";"0.20";"M19";"Common"
"Gem of Becoming";"0.26";"M13";"Uncommon"
"Generator Servant";"0.25";"UMA";"Common"
"Generous Gift";"2.20";"MH1";"Uncommon"
"Generous Stray";"0.21";"GRN";"Common"
"Genesis";"0.55";"MH1";"Rare"
"Genesis Hydra";"0.57";"IMA";"Rare"
"Genesis Wave";"8.49";"IMA";"Rare"
"Geomancers Gambit";"0.23";"MH1";"Common"
"Geralfs Messenger";"11.13";"DKA";"Rare"
"Geralfs Mindcrusher";"0.44";"DKA";"Rare"
"Get the Point";"0.18";"RNA";"Common"
"Ghastbark Twins";"0.25";"M19";"Uncommon"
"Ghastlord of Fugue";"5.58";"SHM";"Rare"
"Ghastly Conscription";"0.50";"FRF";"Mythic"
"Ghastly Discovery";"0.23";"SHM";"Common"
"Ghirapur Guide";"0.25";"M19";"Uncommon"
"Ghirapur Orrery";"0.99";"KLD";"Rare"
"Ghirapur Osprey";"0.18";"AER";"Common"
"Ghitu Chronicler";"0.19";"DOM";"Common"
"Ghitu Journeymage";"0.20";"DOM";"Common"
"Ghitu Lavarunner";"0.25";"DOM";"Common"
"Ghor-Clan Rampager";"0.25";"GTC";"Uncommon"
"Ghor-Clan Wrecker";"0.17";"RNA";"Common"
"Ghostfire Blade";"0.56";"KTK";"Rare"
"Ghostform";"0.20";"M19";"Common"
"Ghostly Flicker";"0.83";"MM3";"Common"
"Ghosts of the Innocent";"0.42";"RAV";"Rare"
"Ghoulcallers Accomplice";"0.20";"UMA";"Common"
"Ghoulsteed";"0.25";"UMA";"Uncommon"
"Ghoultree";"0.74";"DKA";"Rare"
"Giant Adephage";"1.30";"GTC";"Mythic"
"Giant Ambush Beetle";"0.25";"ARB";"Uncommon"
"Giant Dustwasp";"0.20";"MMA";"Common"
"Giant Growth";"0.23";"WAR";"Common"
"Giant Scorpion";"0.19";"M13";"Common"
"Giant Spectacle";"0.19";"KLD";"Common"
"Giant Spider";"0.20";"M19";"Common"
"Giantbaiting";"0.23";"SHM";"Common"
"Gideon Blackblade";"2.52";"WAR";"Mythic"
"Gideon Champion of Justice";"1.20";"GTC";"Mythic"
"Gideons Lawkeeper";"0.22";"MM3";"Common"
"Gideons Reproach";"0.19";"DOM";"Common"
"Gideons Sacrifice";"0.21";"WAR";"Common"
"Gideons Triumph";"0.25";"WAR";"Uncommon"
"Gift of Growth";"0.20";"DOM";"Common"
"Gift of Orzhova";"0.25";"GTC";"Uncommon"
"Gift of Paradise";"0.25";"M19";"Uncommon"
"Gift of Strength";"0.18";"RNA";"Common"
"Gifted Aetherborn";"1.00";"AER";"Uncommon"
"Gifts Ungiven";"1.98";"MM3";"Rare"
"Gigantosaurus";"1.95";"M19";"Rare"
"Gilded Light";"0.20";"MH1";"Common"
"Gilded Lotus";"4.55";"DOM";"Rare"
"Gilded Sentinel";"0.18";"XLN";"Common"
"Giltspire Avenger";"1.00";"CON";"Rare"
"Gird for Battle";"0.25";"GRN";"Uncommon"
"Gishath Suns Avatar";"17.94";"XLN";"Mythic"
"Giver of Runes";"6.28";"MH1";"Rare"
"Glacial Fortress";"4.06";"XLN";"Rare"
"Glacial Ray";"0.24";"MMA";"Common"
"Glacial Revelation";"0.30";"MH1";"Uncommon"
"Glacial Stalker";"0.20";"KTK";"Common"
"Glaive of the Guildpact";"0.25";"GRN";"Uncommon"
"Glamer Spinners";"0.25";"SHM";"Uncommon"
"Glare of Subdual";"0.61";"RAV";"Rare"
"Glaring Spotlight";"1.02";"GTC";"Rare"
"Glass Golem";"0.25";"RAV";"Uncommon"
"Glass of the Guildpact";"0.40";"RNA";"Rare"
"Glassblowers Puzzleknot";"0.18";"KLD";"Common"
"Glassdust Hulk";"0.24";"ARB";"Common"
"Gleam of Resistance";"0.24";"CON";"Common"
"Gleaming Overseer";"0.29";"WAR";"Uncommon"
"Gleancrawler";"0.54";"RAV";"Rare"
"Gleeful Sabotage";"0.93";"SHM";"Common"
"Glen Elendra Archmage";"9.99";"UMA";"Rare"
"Glen Elendra Liege";"5.10";"SHM";"Rare"
"Glimmer of Genius";"0.25";"KLD";"Uncommon"
"Glimmervoid";"9.50";"MRD";"Rare"
"Glimpse of Freedom";"0.24";"THB";"Uncommon"
"Glimpse the Unthinkable";"8.54";"IMA";"Rare"
"Glint-Nest Crane";"0.25";"KLD";"Uncommon"
"Glint-Sleeve Artisan";"0.17";"KLD";"Common"
"Glint-Sleeve Siphoner";"0.49";"AER";"Rare"
"Glissa Sunseeker";"1.41";"MRD";"Rare"
"Gloomlance";"0.20";"SHM";"Common"
"Gloomwidow";"0.25";"SHM";"Uncommon"
"Gloomwidows Feast";"0.25";"SHM";"Common"
"Glorifier of Dusk";"0.25";"XLN";"Uncommon"
"Glorious Charge";"0.19";"M13";"Common"
"Glory Bearers";"0.15";"THB";"Common"
"Glory of Warfare";"1.20";"ARB";"Rare"
"Gloryscale Viashino";"0.25";"ARB";"Uncommon"
"Glowspore Shaman";"0.26";"GRN";"Uncommon"
"Gluttonous Slime";"0.29";"CON";"Uncommon"
"Gluttonous Slug";"0.22";"MH1";"Common"
"Gnarled Effigy";"0.25";"SHM";"Uncommon"
"Gnarlid Pack";"0.23";"WWK";"Common"
"Gnawing Zombie";"0.22";"MM3";"Common"
"Goatnap";"0.20";"MH1";"Common"
"Gobbling Ooze";"0.25";"RTR";"Uncommon"
"Goblin Arsonist";"0.20";"M13";"Common"
"Goblin Assailant";"0.17";"WAR";"Common"
"Goblin Assault";"0.68";"MM3";"Uncommon"
"Goblin Assault Team";"0.19";"WAR";"Common"
"Goblin Banneret";"0.25";"GRN";"Uncommon"
"Goblin Barrage";"0.25";"DOM";"Uncommon"
"Goblin Battle Jester";"0.20";"M13";"Common"
"Goblin Boom Keg";"0.25";"FRF";"Uncommon"
"Goblin Chainwhirler";"0.81";"DOM";"Rare"
"Goblin Champion";"0.24";"MH1";"Common"
"Goblin Charbelcher";"3.61";"MRD";"Rare"
"Goblin Cratermaker";"0.30";"GRN";"Uncommon"
"Goblin Dirigible";"0.24";"MRD";"Uncommon"
"Goblin Electromancer";"0.25";"GRN";"Common"
"Goblin Engineer";"3.68";"MH1";"Rare"
"Goblin Fire Fiend";"0.22";"RAV";"Common"
"Goblin Gathering";"0.24";"RNA";"Common"
"Goblin Guide";"5.75";"MM3";"Rare"
"Goblin Heelcutter";"0.23";"FRF";"Common"
"Goblin Instigator";"0.32";"M19";"Common"
"Goblin Locksmith";"0.15";"GRN";"Common"
"Goblin Matron";"0.65";"MH1";"Uncommon"
"Goblin Motivator";"0.25";"M19";"Common"
"Goblin Oriflamme";"0.25";"MH1";"Uncommon"
"Goblin Outlander";"0.23";"CON";"Common"
"Goblin Rally";"0.32";"RTR";"Uncommon"
"Goblin Razerunners";"0.38";"CON";"Rare"
"Goblin Replica";"0.23";"MRD";"Common"
"Goblin Roughrider";"0.20";"WWK";"Common"
"Goblin Spelunkers";"0.20";"RAV";"Common"
"Goblin Striker";"0.24";"MRD";"Common"
"Goblin Trashmaster";"2.82";"M19";"Rare"
"Goblin War Party";"0.24";"MH1";"Common"
"Goblin War Wagon";"0.22";"MRD";"Common"
"Goblin Warchief";"0.60";"DOM";"Uncommon"
"Goblinslide";"0.28";"KTK";"Uncommon"
"God-Eternal Bontu";"4.50";"WAR";"Mythic"
"God-Eternal Kefnet";"4.96";"WAR";"Mythic"
"God-Eternal Oketra";"7.09";"WAR";"Mythic"
"God-Eternal Rhonas";"7.25";"WAR";"Mythic"
"God-Pharaohs Statue";"0.46";"WAR";"Uncommon"
"Godhead of Awe";"4.98";"SHM";"Rare"
"Godless Shrine";"13.52";"RNA";"Rare"
"Gods Willing";"0.23";"UMA";"Common"
"Godtracker of Jund";"0.20";"ARB";"Common"
"Gold Myr";"0.26";"MRD";"Common"
"Goldenglow Moth";"0.25";"SHM";"Common"
"Golem-Skin Gauntlets";"0.40";"MRD";"Uncommon"
"Golgari Brownscale";"0.25";"UMA";"Common"
"Golgari Charm";"0.99";"UMA";"Uncommon"
"Golgari Decoy";"0.25";"RTR";"Uncommon"
"Golgari Findbroker";"0.25";"GRN";"Uncommon"
"Golgari Germination";"0.44";"MM3";"Uncommon"
"Golgari Grave-Troll";"3.49";"UMA";"Rare"
"Golgari Guildgate";"0.25";"MM3";"Common"
"Golgari Guildgate248";"0.18";"GRN";"Common"
"Golgari Guildgate249";"0.18";"GRN";"Common"
"Golgari Guildmage";"0.25";"RAV";"Uncommon"
"Golgari Keyrune";"0.25";"RTR";"Uncommon"
